epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,9474.81,1.1092,0.66841,1.03861,0.85702,0.61203,0.77311,0.57888,1.2567,0.66559,1.36044,0.00842228,0.00842228,0.00842228
368,9500.32,1.10102,0.67236,1.04589,0.85967,0.61211,0.7734,0.58056,1.25253,0.66546,1.35925,0.00841414,0.00841414,0.00841414
369,9525.85,1.0976,0.6655,1.03854,0.86038,0.61165,0.77348,0.57932,1.25863,0.66767,1.36181,0.00840598,0.00840598,0.00840598
370,9551.34,1.09919,0.66583,1.04028,0.86173,0.61316,0.77488,0.58103,1.25346,0.66377,1.35622,0.00839781,0.00839781,0.00839781
371,9576.7,1.10907,0.6753,1.04734,0.86301,0.61286,0.77555,0.58076,1.25601,0.66379,1.35886,0.00838962,0.00838962,0.00838962
372,9602.15,1.09275,0.66799,1.04426,0.86226,0.61228,0.77513,0.5816,1.2499,0.66513,1.35738,0.00838141,0.00838141,0.00838141
373,9627.96,1.09563,0.66381,1.04062,0.85912,0.6133,0.77499,0.58244,1.24759,0.66523,1.36272,0.00837319,0.00837319,0.00837319
374,9653.49,1.0941,0.66523,1.03923,0.85829,0.61317,0.77479,0.58226,1.24841,0.66639,1.36308,0.00836495,0.00836495,0.00836495
375,9678.76,1.10074,0.6662,1.04007,0.86012,0.61336,0.7753,0.58226,1.24844,0.66439,1.36289,0.00835669,0.00835669,0.00835669
376,9704.44,1.10064,0.66833,1.04481,0.85986,0.61274,0.77436,0.58111,1.25059,0.66717,1.36244,0.00834842,0.00834842,0.00834842
377,9730.1,1.10468,0.66792,1.04374,0.85831,0.6126,0.77389,0.58232,1.24757,0.66618,1.36523,0.00834012,0.00834012,0.00834012
378,9755.71,1.10097,0.66434,1.03573,0.85886,0.61177,0.77373,0.58233,1.25054,0.66755,1.37389,0.00833182,0.00833182,0.00833182
379,9781.25,1.09714,0.66651,1.04004,0.85633,0.61404,0.77391,0.58252,1.25134,0.66715,1.37393,0.00832349,0.00832349,0.00832349
380,9807.18,1.09802,0.6604,1.03566,0.85905,0.61487,0.77518,0.584,1.24756,0.66268,1.37011,0.00831515,0.00831515,0.00831515
381,9832.84,1.08747,0.65787,1.03237,0.86277,0.61335,0.77541,0.58428,1.24588,0.66377,1.36617,0.0083068,0.0083068,0.0083068
382,9858.51,1.0944,0.66766,1.0441,0.86193,0.61291,0.77534,0.58498,1.24093,0.66259,1.36357,0.00829842,0.00829842,0.00829842
383,9884.06,1.08645,0.65734,1.03413,0.86456,0.61405,0.77663,0.58601,1.23949,0.65739,1.36235,0.00829003,0.00829003,0.00829003
384,9909.62,1.08437,0.64989,1.02389,0.8648,0.61561,0.77767,0.58657,1.24088,0.65593,1.36408,0.00828163,0.00828163,0.00828163
385,9935.47,1.08338,0.65434,1.03247,0.86228,0.61754,0.77813,0.5875,1.23965,0.65698,1.36299,0.00827321,0.00827321,0.00827321
386,9961.45,1.07967,0.65618,1.03607,0.86461,0.61597,0.77805,0.58778,1.23948,0.65665,1.3622,0.00826477,0.00826477,0.00826477
387,9987.45,1.0864,0.65508,1.03303,0.864,0.61679,0.77869,0.58937,1.23225,0.65001,1.35566,0.00825631,0.00825631,0.00825631
388,10012.9,1.08577,0.66134,1.04171,0.86393,0.61704,0.77873,0.58974,1.23019,0.65078,1.35308,0.00824784,0.00824784,0.00824784
389,10038.3,1.0894,0.66353,1.04089,0.86565,0.61801,0.77976,0.59069,1.2279,0.64914,1.34952,0.00823936,0.00823936,0.00823936
390,10064,1.08546,0.65827,1.03569,0.86513,0.61609,0.77865,0.59004,1.23164,0.65303,1.35792,0.00823085,0.00823085,0.00823085
391,10089.8,1.0902,0.65916,1.03497,0.86538,0.61686,0.77884,0.58997,1.23192,0.65238,1.35893,0.00822233,0.00822233,0.00822233
392,10115.2,1.0859,0.65593,1.03223,0.86659,0.61641,0.77946,0.59107,1.22842,0.6492,1.35593,0.0082138,0.0082138,0.0082138
393,10140.8,1.08533,0.65211,1.03144,0.86649,0.61714,0.77961,0.59042,1.23146,0.64856,1.35795,0.00820525,0.00820525,0.00820525
394,10166.4,1.07426,0.65286,1.0356,0.87031,0.61629,0.78022,0.5915,1.22998,0.64852,1.35979,0.00819668,0.00819668,0.00819668
395,10192,1.07784,0.65658,1.03759,0.86903,0.61868,0.78131,0.5925,1.22949,0.64871,1.35727,0.0081881,0.0081881,0.0081881
396,10217.3,1.07873,0.65745,1.04019,0.86874,0.61914,0.78181,0.59253,1.2321,0.65039,1.35911,0.0081795,0.0081795,0.0081795
397,10242.8,1.07879,0.65314,1.0343,0.86756,0.61909,0.78141,0.59223,1.23122,0.64811,1.35821,0.00817089,0.00817089,0.00817089
398,10267.9,1.08538,0.65606,1.03546,0.86659,0.61894,0.78091,0.59186,1.2319,0.64982,1.35712,0.00816226,0.00816226,0.00816226
399,10293.3,1.08751,0.65183,1.02977,0.86635,0.61913,0.78124,0.59149,1.2336,0.65123,1.35971,0.00815361,0.00815361,0.00815361
400,10318.6,1.07444,0.65001,1.0303,0.86742,0.6193,0.7814,0.59173,1.23432,0.65049,1.36231,0.00814495,0.00814495,0.00814495
401,10343.9,1.08352,0.65033,1.02833,0.86929,0.62005,0.78213,0.59205,1.23247,0.64746,1.35656,0.00813627,0.00813627,0.00813627
402,10369.4,1.07962,0.65604,1.03557,0.87166,0.61938,0.78221,0.59225,1.23142,0.64737,1.3538,0.00812758,0.00812758,0.00812758
403,10395.4,1.08902,0.65354,1.03305,0.8701,0.62077,0.78234,0.59172,1.23328,0.64623,1.35475,0.00811887,0.00811887,0.00811887
404,10421,1.08276,0.65331,1.0329,0.87187,0.6199,0.78206,0.59188,1.23129,0.64578,1.35269,0.00811015,0.00811015,0.00811015
405,10446.9,1.07563,0.64957,1.03074,0.86837,0.62304,0.78302,0.59385,1.22758,0.64515,1.35363,0.00810141,0.00810141,0.00810141
406,10472.5,1.08175,0.64922,1.02983,0.86831,0.62205,0.78282,0.59469,1.22537,0.6461,1.35781,0.00809266,0.00809266,0.00809266
407,10498,1.07161,0.65106,1.03275,0.86674,0.6222,0.78256,0.59434,1.22819,0.64834,1.36199,0.00808389,0.00808389,0.00808389
408,10523.5,1.0802,0.64909,1.02989,0.86332,0.62367,0.78241,0.59488,1.22536,0.647,1.36205,0.00807511,0.00807511,0.00807511
409,10549.2,1.07281,0.64966,1.03074,0.86346,0.62403,0.78312,0.59628,1.22103,0.64645,1.36023,0.00806631,0.00806631,0.00806631
410,10574.8,1.08346,0.65795,1.03925,0.86663,0.62313,0.78327,0.59596,1.22377,0.64631,1.36355,0.00805749,0.00805749,0.00805749
411,10600.6,1.07772,0.64873,1.03079,0.86646,0.62386,0.78404,0.59594,1.22586,0.64425,1.36156,0.00804866,0.00804866,0.00804866
412,10626.1,1.07695,0.65046,1.03536,0.86826,0.62317,0.78369,0.59572,1.22731,0.64663,1.36554,0.00803982,0.00803982,0.00803982
413,10651.9,1.0789,0.65441,1.03381,0.8712,0.62145,0.78352,0.59613,1.22474,0.64556,1.36313,0.00803096,0.00803096,0.00803096
414,10677.8,1.08168,0.64987,1.03256,0.8689,0.62257,0.78359,0.59629,1.22396,0.64482,1.3626,0.00802208,0.00802208,0.00802208
415,10703.9,1.08314,0.65261,1.03562,0.86803,0.62163,0.78254,0.59497,1.22856,0.64744,1.36748,0.00801319,0.00801319,0.00801319
416,10729.5,1.08062,0.65474,1.04026,0.86502,0.62079,0.78161,0.59342,1.23302,0.6514,1.36688,0.00800428,0.00800428,0.00800428
417,10755.3,1.09257,0.65434,1.0339,0.86478,0.62124,0.78231,0.59411,1.23416,0.65056,1.36707,0.00799536,0.00799536,0.00799536
418,10780.5,1.07885,0.6505,1.03049,0.86378,0.62265,0.78325,0.59511,1.23096,0.6498,1.36568,0.00798643,0.00798643,0.00798643
419,10805.9,1.0797,0.64949,1.03307,0.86134,0.62308,0.78291,0.59543,1.22803,0.64942,1.36145,0.00797748,0.00797748,0.00797748
420,10831.4,1.07709,0.64973,1.03499,0.86166,0.62289,0.78299,0.59521,1.22951,0.64956,1.36337,0.00796852,0.00796852,0.00796852
421,10857.1,1.07421,0.64506,1.0278,0.86285,0.62246,0.78336,0.5964,1.22661,0.64742,1.36774,0.00795954,0.00795954,0.00795954
422,10882.7,1.08573,0.65581,1.03926,0.8678,0.62327,0.7841,0.59683,1.22716,0.64504,1.36752,0.00795054,0.00795054,0.00795054
423,10908.4,1.07683,0.64852,1.03423,0.8696,0.62372,0.7845,0.59852,1.21934,0.64048,1.362,0.00794154,0.00794154,0.00794154
424,10934,1.07671,0.65211,1.03666,0.87053,0.62415,0.78482,0.59877,1.21888,0.63933,1.35473,0.00793251,0.00793251,0.00793251
425,10959.7,1.0864,0.65294,1.03504,0.87232,0.62264,0.78435,0.59849,1.21994,0.64028,1.35681,0.00792347,0.00792347,0.00792347
426,10985.2,1.07851,0.64864,1.03049,0.87131,0.62234,0.78392,0.59807,1.21983,0.64143,1.355,0.00791442,0.00791442,0.00791442
427,11011,1.07767,0.64704,1.02906,0.86871,0.62418,0.78434,0.59856,1.2188,0.64019,1.35406,0.00790536,0.00790536,0.00790536
428,11036.4,1.06376,0.6381,1.0236,0.87088,0.6232,0.78483,0.59993,1.21533,0.63876,1.35561,0.00789628,0.00789628,0.00789628
429,11061.7,1.05847,0.6401,1.02696,0.87276,0.62283,0.7851,0.59967,1.21927,0.63931,1.35794,0.00788718,0.00788718,0.00788718
430,11087.2,1.06648,0.63992,1.02808,0.87229,0.6242,0.78583,0.60041,1.21893,0.6373,1.35632,0.00787807,0.00787807,0.00787807
431,11112.8,1.06681,0.64511,1.03202,0.87236,0.62341,0.78561,0.60033,1.21962,0.63854,1.3571,0.00786895,0.00786895,0.00786895
432,11138.3,1.06712,0.64516,1.03216,0.87287,0.62528,0.78641,0.60169,1.21675,0.63748,1.35828,0.00785981,0.00785981,0.00785981
433,11163.8,1.05686,0.64116,1.03163,0.87069,0.62714,0.78633,0.6013,1.22033,0.63926,1.36264,0.00785066,0.00785066,0.00785066
434,11189.3,1.07296,0.644,1.02961,0.87206,0.62688,0.78686,0.60214,1.21713,0.63734,1.3607,0.00784149,0.00784149,0.00784149
435,11214.8,1.05618,0.63734,1.02381,0.87276,0.62571,0.78631,0.6019,1.21563,0.63591,1.35696,0.00783231,0.00783231,0.00783231
436,11240.1,1.07222,0.63908,1.02552,0.87313,0.62463,0.78592,0.60204,1.21419,0.63592,1.35574,0.00782312,0.00782312,0.00782312
437,11265.9,1.0686,0.64009,1.02425,0.87299,0.62459,0.78609,0.60264,1.21196,0.63473,1.35556,0.00781391,0.00781391,0.00781391
438,11291.7,1.06065,0.63901,1.02776,0.8731,0.62491,0.78636,0.60357,1.20893,0.63232,1.35455,0.00780469,0.00780469,0.00780469
439,11317.5,1.06556,0.63849,1.02269,0.87388,0.6248,0.78631,0.60419,1.20678,0.63213,1.3567,0.00779545,0.00779545,0.00779545
440,11343,1.06075,0.63463,1.02188,0.8724,0.62644,0.78684,0.60407,1.20789,0.63394,1.35744,0.0077862,0.0077862,0.0077862
441,11368.6,1.05429,0.63322,1.02202,0.87187,0.62623,0.78675,0.60403,1.20868,0.63579,1.35929,0.00777694,0.00777694,0.00777694
442,11394.4,1.05386,0.62814,1.01669,0.8706,0.62735,0.78737,0.60444,1.20891,0.63537,1.35691,0.00776766,0.00776766,0.00776766
443,11420,1.05153,0.63022,1.01869,0.87233,0.62614,0.78722,0.60428,1.20954,0.63472,1.35812,0.00775837,0.00775837,0.00775837
444,11445.1,1.05283,0.63223,1.02087,0.87369,0.62646,0.78749,0.60488,1.20807,0.63213,1.35631,0.00774907,0.00774907,0.00774907
445,11470.4,1.04896,0.62598,1.01442,0.87452,0.6274,0.78797,0.6055,1.20638,0.63036,1.35253,0.00773975,0.00773975,0.00773975
446,11496,1.04417,0.62837,1.01836,0.87682,0.62632,0.78818,0.60568,1.20542,0.62961,1.34889,0.00773042,0.00773042,0.00773042
447,11521.8,1.04599,0.62165,1.01054,0.87769,0.62651,0.78857,0.60592,1.20578,0.62933,1.34952,0.00772107,0.00772107,0.00772107
448,11547.2,1.03761,0.62392,1.02061,0.87696,0.62758,0.78895,0.6068,1.20407,0.62879,1.35202,0.00771171,0.00771171,0.00771171
449,11573,1.04809,0.63079,1.02074,0.87996,0.62626,0.78918,0.60751,1.20238,0.6284,1.35248,0.00770234,0.00770234,0.00770234
450,11598.6,1.04439,0.6281,1.01759,0.88096,0.62577,0.78936,0.60841,1.19978,0.62639,1.35242,0.00769296,0.00769296,0.00769296
451,11624.3,1.04421,0.62924,1.02188,0.88101,0.62669,0.78958,0.60874,1.19831,0.62419,1.3497,0.00768356,0.00768356,0.00768356
452,11650.1,1.0458,0.6274,1.01879,0.8818,0.62773,0.79027,0.60989,1.19639,0.62292,1.34867,0.00767415,0.00767415,0.00767415
453,11675.4,1.03807,0.62648,1.01775,0.88147,0.62752,0.79031,0.61017,1.19581,0.62224,1.34916,0.00766472,0.00766472,0.00766472
454,11701,1.04933,0.63127,1.02336,0.8847,0.62599,0.79033,0.60991,1.19662,0.62115,1.34771,0.00765528,0.00765528,0.00765528
455,11726.4,1.04673,0.62813,1.02016,0.88266,0.62723,0.79053,0.61027,1.19635,0.62182,1.35077,0.00764583,0.00764583,0.00764583
456,11752.1,1.04246,0.6214,1.01396,0.88082,0.62899,0.79062,0.61016,1.1973,0.62265,1.35185,0.00763637,0.00763637,0.00763637
457,11777.3,1.0375,0.62473,1.01896,0.88296,0.62817,0.79062,0.61001,1.19795,0.62221,1.35137,0.00762689,0.00762689,0.00762689
458,11802.7,1.04023,0.62729,1.01911,0.88028,0.62999,0.79123,0.61102,1.19546,0.62254,1.35339,0.0076174,0.0076174,0.0076174
459,11828,1.04736,0.62689,1.01864,0.87863,0.63074,0.79115,0.61056,1.19921,0.624,1.35731,0.0076079,0.0076079,0.0076079
460,11853.6,1.04173,0.62689,1.01951,0.88072,0.63055,0.7913,0.61166,1.19699,0.62272,1.35557,0.00759838,0.00759838,0.00759838
461,11879.4,1.0445,0.61646,1.00763,0.88185,0.63083,0.79196,0.61323,1.19256,0.62081,1.35367,0.00758885,0.00758885,0.00758885
462,11904.9,1.03436,0.62424,1.01763,0.88169,0.63101,0.79232,0.61356,1.19186,0.62089,1.35252,0.00757931,0.00757931,0.00757931
463,11930.5,1.03126,0.61453,1.0097,0.87998,0.63154,0.7924,0.6133,1.19339,0.62252,1.35376,0.00756976,0.00756976,0.00756976
464,11956.1,1.03951,0.62079,1.01321,0.88033,0.63225,0.79324,0.61424,1.1911,0.62127,1.3512,0.00756019,0.00756019,0.00756019
465,11981.8,1.04704,0.62034,1.01063,0.8784,0.63346,0.79348,0.61478,1.19037,0.62031,1.35171,0.00755061,0.00755061,0.00755061
466,12007.2,1.04413,0.62226,1.01376,0.88158,0.63192,0.79362,0.61489,1.19057,0.6193,1.35097,0.00754102,0.00754102,0.00754102
467,12032.9,1.04402,0.62592,1.02083,0.88262,0.63116,0.79317,0.61493,1.19006,0.61881,1.34908,0.00753141,0.00753141,0.00753141
468,12058.7,1.03757,0.62182,1.01672,0.8833,0.63077,0.7932,0.61498,1.19015,0.61868,1.35098,0.00752179,0.00752179,0.00752179
469,12084.6,1.04402,0.6246,1.01938,0.88269,0.63213,0.79368,0.61526,1.19079,0.61905,1.35216,0.00751216,0.00751216,0.00751216
470,12110.6,1.03998,0.62231,1.01528,0.88241,0.63272,0.79354,0.61589,1.18758,0.61743,1.35185,0.00750252,0.00750252,0.00750252
471,12136.1,1.04429,0.62061,1.01367,0.88355,0.63243,0.79388,0.61603,1.18809,0.61726,1.35267,0.00749287,0.00749287,0.00749287
472,12161.9,1.03171,0.61556,1.00948,0.88262,0.63339,0.7942,0.61605,1.18875,0.61742,1.35251,0.0074832,0.0074832,0.0074832
473,12187.5,1.04091,0.62432,1.02024,0.88338,0.6338,0.79446,0.61678,1.18747,0.6157,1.35147,0.00747352,0.00747352,0.00747352
474,12212.8,1.03667,0.62317,1.01976,0.88342,0.63394,0.79474,0.61673,1.18831,0.6155,1.35138,0.00746383,0.00746383,0.00746383
475,12237.9,1.03663,0.62362,1.01688,0.88258,0.63428,0.79443,0.61676,1.18665,0.61596,1.34909,0.00745412,0.00745412,0.00745412
476,12263.2,1.03639,0.61741,1.01103,0.88215,0.63475,0.79483,0.61736,1.1848,0.61473,1.3457,0.00744441,0.00744441,0.00744441
477,12288.8,1.03131,0.61794,1.01518,0.88281,0.63424,0.79472,0.6171,1.18548,0.61498,1.34463,0.00743468,0.00743468,0.00743468
478,12314.2,1.03254,0.61358,1.00827,0.88389,0.63397,0.79484,0.61781,1.18369,0.61414,1.34441,0.00742494,0.00742494,0.00742494
479,12339.7,1.03277,0.61723,1.0157,0.88476,0.63353,0.79497,0.61806,1.18415,0.61431,1.3473,0.00741519,0.00741519,0.00741519
480,12365.3,1.02447,0.61451,1.01157,0.88366,0.63475,0.79516,0.61853,1.18272,0.61337,1.34649,0.00740543,0.00740543,0.00740543
481,12391.1,1.02863,0.6151,1.01161,0.8859,0.63415,0.79548,0.61869,1.18264,0.61231,1.34581,0.00739565,0.00739565,0.00739565
482,12416.7,1.02081,0.60538,1.00318,0.88743,0.63398,0.79572,0.61875,1.18309,0.61128,1.34474,0.00738586,0.00738586,0.00738586
483,12442,1.0234,0.60718,1.00478,0.88706,0.635,0.79619,0.61979,1.18115,0.60971,1.34372,0.00737606,0.00737606,0.00737606
484,12467.6,1.0278,0.617,1.01324,0.88585,0.63603,0.79641,0.62017,1.18064,0.61011,1.34478,0.00736625,0.00736625,0.00736625
485,12493.1,1.0293,0.61534,1.01252,0.8844,0.63727,0.79682,0.62118,1.17841,0.60866,1.34501,0.00735643,0.00735643,0.00735643
486,12518.5,1.02202,0.60819,1.00579,0.88695,0.63665,0.79711,0.62179,1.1771,0.60713,1.34529,0.0073466,0.0073466,0.0073466
487,12544.1,1.02269,0.61213,1.01168,0.8863,0.63761,0.79733,0.62161,1.17834,0.60702,1.34632,0.00733675,0.00733675,0.00733675
488,12569.7,1.02995,0.61769,1.01478,0.88742,0.63685,0.7974,0.62194,1.17775,0.60626,1.34692,0.00732689,0.00732689,0.00732689
489,12595.1,1.01988,0.60747,1.00606,0.88766,0.63737,0.79761,0.62197,1.17753,0.60596,1.34412,0.00731702,0.00731702,0.00731702
490,12620.4,1.02391,0.60789,1.00548,0.88912,0.63756,0.79806,0.622,1.17814,0.60621,1.3436,0.00730714,0.00730714,0.00730714
491,12645.9,1.021,0.6108,1.00964,0.88881,0.63845,0.79827,0.62249,1.17712,0.60485,1.34287,0.00729725,0.00729725,0.00729725
492,12672,1.02216,0.60895,1.00687,0.88818,0.63896,0.79846,0.62324,1.17478,0.60449,1.34241,0.00728735,0.00728735,0.00728735
493,12697.5,1.03502,0.61301,1.01206,0.88755,0.63935,0.79845,0.62338,1.17537,0.60503,1.3427,0.00727744,0.00727744,0.00727744
494,12723,1.0239,0.61525,1.01483,0.88885,0.6389,0.79855,0.62266,1.17905,0.60573,1.34382,0.00726751,0.00726751,0.00726751
495,12748.5,1.02919,0.61102,1.00891,0.88775,0.64008,0.79877,0.6232,1.17676,0.60429,1.34097,0.00725757,0.00725757,0.00725757
496,12774,1.02477,0.61299,1.01378,0.88932,0.63967,0.79882,0.62328,1.17651,0.60384,1.34074,0.00724763,0.00724763,0.00724763
497,12799,1.02272,0.61051,1.01148,0.88971,0.63952,0.79934,0.62386,1.17545,0.60315,1.34009,0.00723767,0.00723767,0.00723767
498,12824.4,1.02319,0.60589,1.00403,0.89022,0.63954,0.79943,0.62421,1.17459,0.60294,1.34174,0.0072277,0.0072277,0.0072277
499,12850,1.01342,0.60207,1.00169,0.89071,0.63962,0.79928,0.6243,1.17536,0.60316,1.34377,0.00721772,0.00721772,0.00721772
500,12875.8,1.01491,0.60589,1.00577,0.89119,0.63945,0.79924,0.62425,1.17566,0.60296,1.3445,0.00720773,0.00720773,0.00720773
501,12901.3,1.01067,0.6034,1.00318,0.89232,0.63926,0.7997,0.62478,1.17415,0.60185,1.34414,0.00719772,0.00719772,0.00719772
502,12926.8,1.01678,0.60788,1.00615,0.89189,0.63946,0.79979,0.62561,1.17098,0.60103,1.34357,0.00718771,0.00718771,0.00718771
503,12952.5,1.00922,0.60296,1.00447,0.89164,0.64099,0.80046,0.62628,1.16972,0.60001,1.34414,0.00717769,0.00717769,0.00717769
504,12978.2,1.01574,0.60071,1.00035,0.89176,0.6408,0.80054,0.62647,1.16934,0.59977,1.34506,0.00716765,0.00716765,0.00716765
505,13003.9,1.01376,0.60344,1.00328,0.89202,0.64089,0.80075,0.62696,1.16787,0.59924,1.34493,0.00715761,0.00715761,0.00715761
506,13029.6,1.01105,0.60249,1.00381,0.89158,0.6411,0.80066,0.62687,1.16804,0.59998,1.34453,0.00714755,0.00714755,0.00714755
507,13055.2,1.01314,0.60749,1.00796,0.89162,0.64144,0.80097,0.62704,1.16845,0.59971,1.34453,0.00713749,0.00713749,0.00713749
508,13080.9,1.01667,0.60824,1.01031,0.8919,0.64199,0.80167,0.62753,1.168,0.59906,1.34374,0.00712741,0.00712741,0.00712741
509,13106.6,1.01423,0.60093,1.00013,0.89135,0.64244,0.80186,0.62776,1.16793,0.59849,1.34279,0.00711732,0.00711732,0.00711732
510,13132,1.01457,0.60529,1.00706,0.89261,0.64225,0.80176,0.62803,1.16804,0.59896,1.34495,0.00710722,0.00710722,0.00710722
511,13157.8,1.0058,0.60148,1.00449,0.89244,0.64151,0.80174,0.62824,1.16803,0.59971,1.34611,0.00709711,0.00709711,0.00709711
512,13183.1,1.0076,0.60111,1.00307,0.89141,0.64191,0.80179,0.6284,1.16787,0.59905,1.34397,0.007087,0.007087,0.007087
513,13208.7,1.00856,0.6051,1.00741,0.8927,0.64135,0.80214,0.6296,1.16509,0.59825,1.34441,0.00707687,0.00707687,0.00707687
514,13234.3,1.00779,0.59606,0.99975,0.89307,0.6413,0.802,0.62966,1.16511,0.59814,1.34525,0.00706673,0.00706673,0.00706673
515,13259.9,1.002,0.59661,1.00115,0.89186,0.64176,0.80197,0.62997,1.16437,0.59854,1.34555,0.00705658,0.00705658,0.00705658
516,13285.4,1.00054,0.59812,1.00285,0.89131,0.64244,0.80219,0.63077,1.16251,0.59812,1.3458,0.00704642,0.00704642,0.00704642
517,13311,1.00067,0.59858,1.00388,0.89099,0.64295,0.80251,0.63132,1.16129,0.59731,1.34586,0.00703625,0.00703625,0.00703625
518,13336.7,1.01607,0.60092,1.0008,0.89345,0.64268,0.80296,0.63177,1.16068,0.59597,1.34555,0.00702607,0.00702607,0.00702607
519,13362.2,1.01408,0.59823,0.99999,0.89328,0.64362,0.80324,0.63196,1.16059,0.59552,1.34382,0.00701588,0.00701588,0.00701588
520,13387.5,1.00662,0.59608,1.00076,0.89379,0.64341,0.80334,0.63238,1.15987,0.59514,1.34421,0.00700568,0.00700568,0.00700568
521,13412.9,1.00698,0.59815,1.00193,0.89498,0.64297,0.80359,0.63285,1.15858,0.59402,1.34202,0.00699547,0.00699547,0.00699547
522,13438.4,1.00277,0.59554,0.99948,0.89536,0.6433,0.80384,0.63297,1.1582,0.5935,1.34118,0.00698526,0.00698526,0.00698526
523,13464.1,1.00829,0.59881,1.00241,0.894,0.64448,0.80395,0.63362,1.15601,0.59274,1.33973,0.00697503,0.00697503,0.00697503
524,13489.8,1.00338,0.59688,1.00133,0.8959,0.6444,0.80438,0.63431,1.1541,0.59133,1.33837,0.00696479,0.00696479,0.00696479
525,13515.4,0.99844,0.59456,1.00039,0.89557,0.64516,0.80463,0.63428,1.15452,0.59093,1.33828,0.00695454,0.00695454,0.00695454
526,13541,1.00063,0.59707,1.0025,0.89638,0.64553,0.80491,0.63459,1.15334,0.59013,1.33714,0.00694428,0.00694428,0.00694428
527,13566.3,0.99941,0.5985,1.0058,0.89737,0.64494,0.80488,0.63469,1.15401,0.59031,1.33789,0.00693402,0.00693402,0.00693402
528,13591.9,1.00742,0.59842,1.00131,0.89688,0.64527,0.8051,0.63529,1.15143,0.58883,1.33644,0.00692374,0.00692374,0.00692374
529,13617.4,1.00511,0.59518,0.99836,0.89711,0.64536,0.80527,0.6354,1.15185,0.58872,1.33604,0.00691345,0.00691345,0.00691345
530,13643.1,1.00303,0.59228,0.99527,0.89701,0.64506,0.80512,0.63573,1.15075,0.58885,1.33792,0.00690316,0.00690316,0.00690316
531,13668.9,1.00587,0.59882,1.00406,0.89682,0.64504,0.80512,0.6362,1.14979,0.58908,1.33944,0.00689285,0.00689285,0.00689285
532,13694.2,1.00464,0.59691,1.00224,0.89631,0.64544,0.8052,0.63655,1.1488,0.5885,1.33985,0.00688254,0.00688254,0.00688254
533,13719.5,1.01017,0.60244,1.00723,0.89773,0.64526,0.80539,0.63666,1.14946,0.58814,1.34,0.00687222,0.00687222,0.00687222
534,13744.9,1.00984,0.60464,1.01235,0.89755,0.64582,0.8053,0.6366,1.14982,0.58777,1.33889,0.00686188,0.00686188,0.00686188
535,13770.3,1.00681,0.5973,1.00051,0.89857,0.64525,0.8052,0.63669,1.14895,0.58723,1.33811,0.00685154,0.00685154,0.00685154
536,13796,1.01163,0.60013,1.00337,0.89845,0.64494,0.80508,0.63702,1.14811,0.58841,1.34052,0.00684119,0.00684119,0.00684119
537,13821.4,1.00709,0.59327,0.99697,0.89747,0.64506,0.80507,0.63718,1.14799,0.5887,1.34212,0.00683083,0.00683083,0.00683083
538,13846.9,1.00605,0.59633,1.00086,0.89584,0.64608,0.80533,0.63727,1.1482,0.58867,1.34284,0.00682046,0.00682046,0.00682046
539,13872.5,1.00189,0.59059,0.9933,0.89505,0.64647,0.80551,0.63733,1.14901,0.58887,1.34351,0.00681009,0.00681009,0.00681009
540,13897.9,0.99965,0.59176,0.99951,0.89461,0.64662,0.80561,0.63754,1.14891,0.58873,1.34449,0.0067997,0.0067997,0.0067997
541,13923.4,1.00074,0.59709,1.00162,0.89428,0.64652,0.80548,0.63753,1.1488,0.58912,1.34536,0.00678931,0.00678931,0.00678931
542,13949,0.99975,0.59216,0.99754,0.89521,0.64576,0.80533,0.6379,1.14818,0.58914,1.34652,0.0067789,0.0067789,0.0067789
543,13974.4,0.99408,0.59221,1.00081,0.89603,0.64541,0.80541,0.6383,1.1467,0.58833,1.34631,0.00676849,0.00676849,0.00676849
544,13999.9,1.0014,0.59614,1.00235,0.89602,0.64567,0.80564,0.63889,1.14565,0.58834,1.34732,0.00675807,0.00675807,0.00675807
545,14025.3,0.99908,0.58821,0.99288,0.8955,0.64609,0.80592,0.63905,1.14535,0.58857,1.34699,0.00674764,0.00674764,0.00674764
546,14050.5,0.98621,0.59162,1.00092,0.89579,0.64637,0.80593,0.63904,1.14595,0.58889,1.34719,0.0067372,0.0067372,0.0067372
547,14076,0.99513,0.59269,0.99878,0.89688,0.64608,0.80598,0.63917,1.1463,0.58811,1.34697,0.00672675,0.00672675,0.00672675
548,14101.4,0.99883,0.59549,1.00221,0.8966,0.64703,0.80637,0.63943,1.14637,0.5872,1.34554,0.0067163,0.0067163,0.0067163
549,14127,0.98591,0.58171,0.98985,0.89647,0.64805,0.80679,0.63966,1.14674,0.58707,1.34498,0.00670583,0.00670583,0.00670583
550,14152.6,0.99144,0.5892,0.99643,0.89734,0.64788,0.80693,0.64018,1.1453,0.58636,1.34513,0.00669536,0.00669536,0.00669536
551,14177.9,0.98965,0.58504,0.99183,0.89766,0.64782,0.80693,0.64069,1.14381,0.58586,1.34367,0.00668488,0.00668488,0.00668488
552,14203.5,0.99428,0.59232,1.00002,0.89673,0.64813,0.80695,0.64046,1.14434,0.58616,1.34356,0.00667439,0.00667439,0.00667439
