epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4723.17,1.29224,0.81603,1.12405,0.77325,0.56147,0.71074,0.48287,1.4975,0.84154,1.46558,0.00959729,0.00959729,0.00959729
183,4749.14,1.29628,0.81928,1.12507,0.77143,0.55945,0.70852,0.48227,1.49678,0.84684,1.48742,0.00959289,0.00959289,0.00959289
184,4774.99,1.29115,0.82117,1.1306,0.77279,0.55923,0.7095,0.48005,1.50686,0.84824,1.48204,0.00958846,0.00958846,0.00958846
185,4800.71,1.30049,0.82448,1.12915,0.7888,0.56347,0.71705,0.48737,1.48943,0.83376,1.45542,0.00958402,0.00958402,0.00958402
186,4826.64,1.29174,0.8132,1.1245,0.78399,0.56045,0.71369,0.48403,1.50084,0.83853,1.48161,0.00957955,0.00957955,0.00957955
187,4852.44,1.2949,0.81145,1.12067,0.77588,0.56088,0.71172,0.48374,1.50227,0.84703,1.48571,0.00957506,0.00957506,0.00957506
188,4877.87,1.28846,0.81184,1.12437,0.78258,0.55962,0.71166,0.48637,1.4938,0.84387,1.48449,0.00957054,0.00957054,0.00957054
189,4903.38,1.2896,0.8052,1.11745,0.77089,0.57545,0.71818,0.48816,1.48918,0.83106,1.45792,0.00956601,0.00956601,0.00956601
190,4929.43,1.28867,0.79859,1.11083,0.78609,0.56548,0.71743,0.489,1.49141,0.83208,1.48181,0.00956145,0.00956145,0.00956145
191,4954.96,1.27817,0.80283,1.11548,0.78693,0.56849,0.72029,0.49088,1.47862,0.8144,1.43476,0.00955686,0.00955686,0.00955686
192,4980.75,1.27056,0.79704,1.11449,0.78041,0.56857,0.71906,0.48935,1.49008,0.83043,1.46677,0.00955226,0.00955226,0.00955226
193,5006.46,1.27222,0.79857,1.11266,0.78312,0.56624,0.71766,0.4923,1.47123,0.82366,1.47138,0.00954763,0.00954763,0.00954763
194,5032.62,1.27815,0.80271,1.11742,0.78207,0.57015,0.71971,0.49306,1.47012,0.81743,1.45562,0.00954298,0.00954298,0.00954298
195,5058.37,1.26794,0.79394,1.11188,0.78935,0.56776,0.72083,0.49573,1.46117,0.81199,1.46468,0.00953831,0.00953831,0.00953831
196,5083.91,1.27179,0.79624,1.116,0.77821,0.56495,0.71369,0.48756,1.4825,0.83726,1.49006,0.00953361,0.00953361,0.00953361
197,5109.53,1.26647,0.80068,1.11928,0.76682,0.55865,0.70788,0.48526,1.47979,0.84917,1.48656,0.00952889,0.00952889,0.00952889
198,5135.08,1.27395,0.80512,1.12323,0.78978,0.55934,0.71556,0.49233,1.45829,0.819,1.44544,0.00952415,0.00952415,0.00952415
199,5160.81,1.28658,0.79751,1.11232,0.78522,0.55028,0.70987,0.48567,1.48377,0.82584,1.47298,0.00951939,0.00951939,0.00951939
200,5186.61,1.27614,0.79012,1.10955,0.78792,0.56556,0.71974,0.49576,1.45752,0.80506,1.45275,0.0095146,0.0095146,0.0095146
201,5212.41,1.26681,0.79872,1.11577,0.79419,0.56504,0.72143,0.49884,1.44514,0.80107,1.43989,0.0095098,0.0095098,0.0095098
202,5238.17,1.27096,0.79446,1.11271,0.78935,0.56304,0.71876,0.49566,1.45266,0.80833,1.44971,0.00950497,0.00950497,0.00950497
203,5264.08,1.27296,0.80125,1.12325,0.78658,0.5662,0.71925,0.49359,1.46782,0.81154,1.46796,0.00950011,0.00950011,0.00950011
204,5289.59,1.26073,0.80014,1.11993,0.79199,0.56735,0.72128,0.49049,1.47633,0.8078,1.43375,0.00949524,0.00949524,0.00949524
205,5315.55,1.28193,0.80485,1.12245,0.79139,0.56848,0.72146,0.49051,1.47674,0.80876,1.43342,0.00949034,0.00949034,0.00949034
206,5341.53,1.27424,0.79447,1.10969,0.78936,0.56677,0.71961,0.49587,1.46066,0.81458,1.45047,0.00948542,0.00948542,0.00948542
207,5367.59,1.26933,0.79765,1.1156,0.79681,0.56711,0.72282,0.49839,1.45543,0.80217,1.44297,0.00948048,0.00948048,0.00948048
208,5393.24,1.26828,0.79801,1.11595,0.79894,0.56195,0.71969,0.49511,1.46082,0.80517,1.44312,0.00947551,0.00947551,0.00947551
209,5419.02,1.27701,0.80816,1.12763,0.79171,0.56752,0.72075,0.49503,1.47012,0.81632,1.46781,0.00947052,0.00947052,0.00947052
210,5444.74,1.27338,0.80232,1.11774,0.79409,0.56611,0.72236,0.49361,1.47804,0.81622,1.45284,0.00946551,0.00946551,0.00946551
211,5470.41,1.27976,0.79854,1.1177,0.79121,0.56967,0.72302,0.49376,1.47262,0.81963,1.45413,0.00946048,0.00946048,0.00946048
212,5495.89,1.26551,0.7915,1.11173,0.78983,0.5722,0.72381,0.49707,1.45648,0.81094,1.45314,0.00945543,0.00945543,0.00945543
213,5521.61,1.25711,0.78752,1.10858,0.79489,0.57394,0.72578,0.50046,1.45564,0.80487,1.45263,0.00945035,0.00945035,0.00945035
214,5547.69,1.2543,0.78647,1.10864,0.79759,0.57162,0.72542,0.49906,1.45837,0.80869,1.45856,0.00944525,0.00944525,0.00944525
215,5573.32,1.25442,0.79032,1.11249,0.7902,0.5672,0.7209,0.49759,1.45369,0.81582,1.46252,0.00944013,0.00944013,0.00944013
216,5598.79,1.26375,0.79552,1.11311,0.79213,0.56493,0.72103,0.49823,1.44828,0.81344,1.4594,0.00943499,0.00943499,0.00943499
217,5624.5,1.26879,0.79296,1.11528,0.7914,0.56207,0.71817,0.49482,1.46231,0.81647,1.48045,0.00942983,0.00942983,0.00942983
218,5650.48,1.27137,0.78596,1.10669,0.78896,0.57285,0.72346,0.49622,1.46427,0.81175,1.46681,0.00942464,0.00942464,0.00942464
219,5676.2,1.26151,0.78973,1.11299,0.79608,0.5696,0.72495,0.50063,1.44807,0.79358,1.45368,0.00941943,0.00941943,0.00941943
220,5702,1.26095,0.78565,1.10677,0.79765,0.56907,0.72637,0.50042,1.44717,0.79966,1.43727,0.0094142,0.0094142,0.0094142
221,5727.47,1.25599,0.7851,1.10499,0.79717,0.56911,0.72509,0.50267,1.43888,0.7933,1.44469,0.00940895,0.00940895,0.00940895
222,5753.21,1.25938,0.78891,1.11145,0.79622,0.57149,0.7256,0.50037,1.45381,0.79256,1.45583,0.00940367,0.00940367,0.00940367
223,5778.81,1.2575,0.79196,1.11246,0.79426,0.57045,0.7263,0.50421,1.4381,0.78886,1.44486,0.00939838,0.00939838,0.00939838
224,5804.74,1.26071,0.78657,1.11046,0.77983,0.57054,0.72089,0.4986,1.45026,0.8118,1.45583,0.00939306,0.00939306,0.00939306
225,5830.77,1.25489,0.77766,1.09952,0.79235,0.57427,0.72558,0.50254,1.44873,0.80421,1.46302,0.00938772,0.00938772,0.00938772
226,5856.63,1.2502,0.77938,1.10215,0.79595,0.57415,0.72631,0.50014,1.4618,0.8049,1.4635,0.00938236,0.00938236,0.00938236
227,5882.45,1.24583,0.78208,1.10619,0.79318,0.57874,0.7302,0.5008,1.45837,0.79155,1.44007,0.00937697,0.00937697,0.00937697
228,5908.12,1.24244,0.77609,1.10406,0.7956,0.57148,0.72588,0.50091,1.45213,0.79764,1.45014,0.00937157,0.00937157,0.00937157
229,5933.81,1.23996,0.77616,1.10372,0.79079,0.57671,0.72817,0.50852,1.42388,0.78884,1.44591,0.00936614,0.00936614,0.00936614
230,5959.78,1.24176,0.76891,1.09469,0.80358,0.57585,0.7311,0.51105,1.41667,0.7827,1.44148,0.00936069,0.00936069,0.00936069
231,5985.5,1.23228,0.77441,1.10391,0.80007,0.57881,0.73143,0.51063,1.42284,0.78805,1.44274,0.00935522,0.00935522,0.00935522
232,6011.27,1.23726,0.77063,1.09627,0.80063,0.57403,0.72893,0.51101,1.41997,0.78473,1.44833,0.00934973,0.00934973,0.00934973
233,6036.82,1.22466,0.7624,1.09728,0.80369,0.57762,0.73245,0.51148,1.42054,0.78204,1.42996,0.00934421,0.00934421,0.00934421
234,6062.64,1.22857,0.77188,1.10195,0.80492,0.57657,0.73267,0.51234,1.41538,0.77951,1.43269,0.00933868,0.00933868,0.00933868
235,6088.35,1.23304,0.76638,1.09384,0.80321,0.57898,0.7345,0.51439,1.40746,0.77047,1.41322,0.00933312,0.00933312,0.00933312
236,6114.29,1.2217,0.76724,1.09892,0.80573,0.57827,0.7332,0.51406,1.41164,0.77715,1.44304,0.00932754,0.00932754,0.00932754
237,6139.98,1.23149,0.77042,1.09713,0.80351,0.57471,0.73096,0.51214,1.41752,0.78056,1.44307,0.00932194,0.00932194,0.00932194
238,6165.4,1.22621,0.75788,1.08974,0.80565,0.5792,0.73385,0.51362,1.40869,0.7737,1.41453,0.00931632,0.00931632,0.00931632
239,6191.09,1.24821,0.78074,1.11226,0.803,0.58107,0.73384,0.51145,1.42373,0.77932,1.4265,0.00931067,0.00931067,0.00931067
240,6216.5,1.23522,0.76974,1.09995,0.80568,0.57859,0.73317,0.51316,1.41314,0.77554,1.42094,0.00930501,0.00930501,0.00930501
241,6242.15,1.23121,0.76141,1.08972,0.81262,0.57422,0.73366,0.51078,1.4184,0.77064,1.40377,0.00929932,0.00929932,0.00929932
242,6267.84,1.22879,0.76109,1.09245,0.81174,0.57392,0.73393,0.51324,1.4081,0.76978,1.4197,0.00929361,0.00929361,0.00929361
243,6293.26,1.21858,0.75527,1.09093,0.80939,0.57946,0.73655,0.51575,1.40976,0.76675,1.42852,0.00928788,0.00928788,0.00928788
244,6319.1,1.23243,0.7634,1.09818,0.81234,0.57731,0.73527,0.51557,1.41306,0.77048,1.43976,0.00928213,0.00928213,0.00928213
245,6344.73,1.21873,0.74929,1.08558,0.80617,0.58151,0.73587,0.51806,1.39929,0.77007,1.42684,0.00927636,0.00927636,0.00927636
246,6370.49,1.21633,0.74799,1.0823,0.81146,0.57898,0.73639,0.51807,1.39818,0.7642,1.41914,0.00927057,0.00927057,0.00927057
247,6396.23,1.20674,0.75053,1.08705,0.80854,0.5803,0.73653,0.52025,1.38677,0.75853,1.42058,0.00926475,0.00926475,0.00926475
248,6421.96,1.21992,0.75194,1.08658,0.81093,0.58032,0.73736,0.51946,1.38933,0.76311,1.40986,0.00925892,0.00925892,0.00925892
249,6447.85,1.22356,0.75355,1.08498,0.81023,0.58258,0.73864,0.51858,1.40187,0.7742,1.43012,0.00925306,0.00925306,0.00925306
250,6474.05,1.21031,0.75057,1.08518,0.81332,0.57907,0.73837,0.52181,1.39107,0.76406,1.42399,0.00924718,0.00924718,0.00924718
251,6499.9,1.20359,0.75199,1.09117,0.81254,0.58256,0.73922,0.52181,1.38829,0.76259,1.41566,0.00924128,0.00924128,0.00924128
252,6525.84,1.2106,0.74801,1.08583,0.81598,0.57845,0.73779,0.52183,1.38201,0.75957,1.40936,0.00923536,0.00923536,0.00923536
253,6551.66,1.20949,0.74232,1.07995,0.81499,0.57963,0.73899,0.52248,1.38797,0.75333,1.42242,0.00922942,0.00922942,0.00922942
254,6577.13,1.20508,0.74186,1.0822,0.81537,0.58398,0.74209,0.524,1.38352,0.75112,1.40753,0.00922346,0.00922346,0.00922346
255,6603.04,1.20502,0.74841,1.08671,0.81699,0.58371,0.74155,0.52389,1.38288,0.75286,1.40414,0.00921748,0.00921748,0.00921748
256,6628.72,1.2023,0.74672,1.08257,0.81744,0.58697,0.74393,0.52759,1.36944,0.74466,1.38968,0.00921147,0.00921147,0.00921147
257,6654.78,1.20485,0.74425,1.08158,0.81963,0.58693,0.74367,0.53053,1.37257,0.75051,1.41684,0.00920545,0.00920545,0.00920545
258,6680.9,1.20281,0.7398,1.0795,0.81468,0.58657,0.74227,0.52679,1.38468,0.75369,1.43042,0.0091994,0.0091994,0.0091994
259,6706.76,1.19904,0.74107,1.08314,0.81653,0.58623,0.74324,0.52868,1.3752,0.75045,1.41277,0.00919333,0.00919333,0.00919333
260,6732.52,1.1943,0.73661,1.07771,0.81826,0.58407,0.74278,0.53102,1.3677,0.75038,1.42096,0.00918725,0.00918725,0.00918725
261,6758.62,1.199,0.73826,1.07713,0.81678,0.58573,0.74337,0.53089,1.36309,0.74577,1.40897,0.00918114,0.00918114,0.00918114
262,6783.99,1.18882,0.73667,1.08115,0.81507,0.58741,0.74395,0.53176,1.35886,0.74238,1.40337,0.00917501,0.00917501,0.00917501
263,6810.1,1.19407,0.73356,1.07562,0.8172,0.58842,0.74517,0.53019,1.3657,0.74473,1.4038,0.00916886,0.00916886,0.00916886
264,6836.03,1.18866,0.73508,1.07688,0.81154,0.58722,0.74255,0.52925,1.36426,0.75171,1.40387,0.00916269,0.00916269,0.00916269
265,6861.73,1.17946,0.7323,1.07627,0.82024,0.5875,0.74482,0.52866,1.3717,0.75421,1.39917,0.00915649,0.00915649,0.00915649
266,6887.65,1.18991,0.73723,1.0801,0.81014,0.58743,0.74234,0.53286,1.3516,0.75068,1.41009,0.00915028,0.00915028,0.00915028
267,6913.63,1.19796,0.73616,1.0788,0.81892,0.58666,0.74368,0.53161,1.36578,0.74573,1.41331,0.00914405,0.00914405,0.00914405
268,6939.58,1.18322,0.72429,1.07012,0.82042,0.58367,0.74232,0.53138,1.36435,0.74564,1.41334,0.0091378,0.0091378,0.0091378
269,6965.39,1.18177,0.72598,1.07102,0.81553,0.59002,0.74456,0.5311,1.36773,0.7427,1.40815,0.00913152,0.00913152,0.00913152
270,6990.94,1.19413,0.74115,1.08241,0.81831,0.58807,0.74386,0.53304,1.36227,0.74951,1.42446,0.00912523,0.00912523,0.00912523
271,7016.52,1.18719,0.73422,1.07899,0.81148,0.58486,0.74162,0.53115,1.3593,0.75266,1.4296,0.00911891,0.00911891,0.00911891
272,7042.13,1.19256,0.74088,1.08718,0.81507,0.59074,0.74541,0.53141,1.37146,0.74893,1.43112,0.00911257,0.00911257,0.00911257
273,7067.87,1.1996,0.73107,1.07184,0.81314,0.58487,0.74177,0.531,1.36464,0.74828,1.42766,0.00910622,0.00910622,0.00910622
274,7093.49,1.18889,0.73239,1.07421,0.8103,0.58504,0.74064,0.53072,1.36056,0.75045,1.42182,0.00909984,0.00909984,0.00909984
275,7119.06,1.19088,0.73588,1.07656,0.81948,0.58666,0.74517,0.53245,1.36349,0.74423,1.41572,0.00909344,0.00909344,0.00909344
276,7144.76,1.18948,0.73463,1.07821,0.81595,0.58924,0.74575,0.53523,1.35106,0.74274,1.41358,0.00908703,0.00908703,0.00908703
277,7170.69,1.1762,0.7186,1.06441,0.81892,0.5874,0.7456,0.53861,1.34089,0.74122,1.41559,0.00908059,0.00908059,0.00908059
278,7196.49,1.17842,0.72864,1.07259,0.82212,0.58817,0.74746,0.53731,1.34866,0.74112,1.42034,0.00907413,0.00907413,0.00907413
279,7222.37,1.17762,0.72972,1.07727,0.81957,0.59216,0.74903,0.53509,1.36432,0.74219,1.41166,0.00906765,0.00906765,0.00906765
280,7248.05,1.18542,0.73211,1.07847,0.82567,0.59187,0.74951,0.54112,1.33571,0.73474,1.40074,0.00906115,0.00906115,0.00906115
281,7273.48,1.18285,0.72579,1.07384,0.82305,0.59137,0.74905,0.53823,1.34548,0.732,1.40629,0.00905463,0.00905463,0.00905463
282,7298.85,1.17084,0.72544,1.07695,0.82003,0.58951,0.74686,0.53815,1.34577,0.73583,1.41954,0.0090481,0.0090481,0.0090481
283,7324.19,1.17594,0.72731,1.07647,0.82082,0.59144,0.74799,0.54049,1.33714,0.73185,1.40271,0.00904154,0.00904154,0.00904154
284,7349.66,1.17938,0.72639,1.07164,0.82154,0.59171,0.74843,0.54003,1.33986,0.7312,1.39312,0.00903496,0.00903496,0.00903496
285,7375.08,1.1767,0.73371,1.08058,0.81877,0.59092,0.74728,0.53716,1.35233,0.73606,1.40415,0.00902836,0.00902836,0.00902836
286,7400.95,1.17754,0.72632,1.0748,0.8215,0.5907,0.74843,0.53734,1.34702,0.72895,1.38393,0.00902174,0.00902174,0.00902174
287,7426.55,1.18791,0.72777,1.07613,0.8178,0.59029,0.74781,0.53928,1.34043,0.73076,1.39222,0.0090151,0.0090151,0.0090151
288,7452.19,1.17738,0.72503,1.07289,0.82478,0.5889,0.74867,0.53958,1.33691,0.72816,1.38836,0.00900844,0.00900844,0.00900844
289,7477.65,1.18668,0.72882,1.07336,0.82964,0.58798,0.74774,0.53676,1.35145,0.73575,1.3954,0.00900176,0.00900176,0.00900176
290,7503.25,1.18365,0.72963,1.07889,0.83201,0.58527,0.74671,0.53651,1.35093,0.73584,1.39834,0.00899506,0.00899506,0.00899506
291,7528.57,1.18879,0.73273,1.07901,0.82837,0.58782,0.74782,0.53763,1.34966,0.73248,1.39195,0.00898834,0.00898834,0.00898834
292,7554.32,1.1937,0.73453,1.0787,0.8271,0.59038,0.74904,0.53699,1.35409,0.7344,1.39098,0.0089816,0.0089816,0.0089816
293,7579.79,1.18645,0.7284,1.07354,0.82647,0.58809,0.74794,0.53831,1.34858,0.73626,1.40321,0.00897484,0.00897484,0.00897484
294,7605.13,1.18898,0.73673,1.08027,0.82426,0.59035,0.74831,0.53934,1.3469,0.73595,1.41582,0.00896807,0.00896807,0.00896807
295,7630.66,1.18605,0.73012,1.07455,0.8277,0.59255,0.75017,0.54125,1.33816,0.7311,1.40017,0.00896127,0.00896127,0.00896127
296,7656.24,1.17529,0.72448,1.07348,0.82076,0.59831,0.75225,0.54165,1.33943,0.73142,1.39141,0.00895445,0.00895445,0.00895445
297,7681.73,1.17587,0.72422,1.07151,0.82041,0.59718,0.75226,0.54283,1.3358,0.73024,1.39383,0.00894761,0.00894761,0.00894761
298,7707.46,1.16956,0.72044,1.07135,0.82465,0.59376,0.75067,0.54401,1.32984,0.7236,1.39348,0.00894075,0.00894075,0.00894075
299,7733.01,1.16841,0.72056,1.07263,0.82793,0.59631,0.75217,0.5455,1.3253,0.72675,1.3903,0.00893388,0.00893388,0.00893388
300,7759.06,1.16974,0.72085,1.06956,0.82809,0.59633,0.75183,0.54424,1.3303,0.73068,1.3904,0.00892698,0.00892698,0.00892698
301,7784.5,1.16218,0.7124,1.06366,0.83607,0.592,0.75153,0.54585,1.32433,0.72093,1.38669,0.00892007,0.00892007,0.00892007
302,7810.14,1.16086,0.71716,1.06869,0.83422,0.59282,0.75208,0.5464,1.32533,0.72054,1.39645,0.00891313,0.00891313,0.00891313
303,7835.62,1.14572,0.70648,1.06246,0.82886,0.59512,0.75329,0.54931,1.31769,0.71954,1.39823,0.00890618,0.00890618,0.00890618
304,7861.2,1.16364,0.71082,1.06466,0.82913,0.59656,0.75408,0.54801,1.32145,0.72178,1.39277,0.0088992,0.0088992,0.0088992
305,7886.64,1.1547,0.70394,1.05772,0.82969,0.59825,0.75525,0.54995,1.32092,0.72505,1.40001,0.00889221,0.00889221,0.00889221
306,7912.26,1.14655,0.70511,1.06174,0.82642,0.59768,0.75387,0.54978,1.31861,0.72947,1.40437,0.0088852,0.0088852,0.0088852
307,7937.78,1.14651,0.71207,1.06929,0.82803,0.59749,0.75433,0.54945,1.31939,0.72751,1.39424,0.00887816,0.00887816,0.00887816
308,7963.61,1.15889,0.70889,1.06369,0.82449,0.59459,0.75161,0.54961,1.31377,0.72612,1.39206,0.00887111,0.00887111,0.00887111
309,7989.07,1.16192,0.70626,1.06003,0.83327,0.60007,0.75761,0.5511,1.31955,0.72055,1.38531,0.00886404,0.00886404,0.00886404
310,8014.35,1.15808,0.71426,1.07004,0.83275,0.59934,0.75728,0.55178,1.31538,0.71562,1.38111,0.00885695,0.00885695,0.00885695
311,8040.06,1.15976,0.70951,1.06309,0.83438,0.59872,0.75713,0.5527,1.31028,0.71631,1.38507,0.00884984,0.00884984,0.00884984
312,8065.98,1.15468,0.71032,1.06544,0.83386,0.59958,0.75746,0.55297,1.31091,0.71366,1.38375,0.00884271,0.00884271,0.00884271
313,8091.67,1.15297,0.71034,1.07033,0.83522,0.59646,0.75585,0.55277,1.30998,0.71393,1.38712,0.00883557,0.00883557,0.00883557
314,8117.44,1.14992,0.70969,1.06613,0.83676,0.59859,0.75801,0.55465,1.30808,0.7088,1.38704,0.0088284,0.0088284,0.0088284
315,8143.02,1.15619,0.7073,1.06396,0.83668,0.60198,0.75995,0.55583,1.30721,0.707,1.37875,0.00882121,0.00882121,0.00882121
316,8168.66,1.1489,0.71034,1.06698,0.83485,0.60606,0.76179,0.55651,1.30923,0.7072,1.38489,0.00881401,0.00881401,0.00881401
317,8194.33,1.1409,0.70108,1.0593,0.84006,0.60197,0.76128,0.55698,1.30841,0.70667,1.38989,0.00880679,0.00880679,0.00880679
318,8219.87,1.13961,0.69012,1.04737,0.83972,0.60011,0.75951,0.55647,1.30779,0.70564,1.38661,0.00879954,0.00879954,0.00879954
319,8245.33,1.13075,0.69025,1.05021,0.84502,0.59948,0.76039,0.55881,1.29456,0.69914,1.3722,0.00879228,0.00879228,0.00879228
320,8271.05,1.13177,0.69393,1.05307,0.84625,0.59809,0.76025,0.55865,1.29784,0.69978,1.37348,0.008785,0.008785,0.008785
321,8296.49,1.14459,0.70279,1.0613,0.8464,0.60006,0.76171,0.55788,1.30312,0.69574,1.36912,0.0087777,0.0087777,0.0087777
322,8322.15,1.13431,0.69705,1.05736,0.84725,0.60112,0.76259,0.55822,1.30615,0.69921,1.37965,0.00877039,0.00877039,0.00877039
323,8347.96,1.14041,0.6943,1.05366,0.84342,0.60518,0.76423,0.55958,1.30309,0.69917,1.37755,0.00876305,0.00876305,0.00876305
324,8373.36,1.13998,0.69931,1.05894,0.84424,0.60576,0.76487,0.56193,1.29607,0.69571,1.37776,0.00875569,0.00875569,0.00875569
325,8398.83,1.13329,0.69654,1.05764,0.85013,0.60032,0.76289,0.56176,1.29411,0.69553,1.38258,0.00874832,0.00874832,0.00874832
326,8424.16,1.13295,0.6898,1.0509,0.84884,0.60223,0.76291,0.56226,1.29289,0.69747,1.38371,0.00874093,0.00874093,0.00874093
327,8449.6,1.13675,0.69598,1.05632,0.85038,0.60124,0.76341,0.56191,1.29168,0.69843,1.38346,0.00873352,0.00873352,0.00873352
328,8475.09,1.13275,0.693,1.05349,0.84919,0.60184,0.76439,0.56359,1.2839,0.69148,1.37239,0.00872609,0.00872609,0.00872609
329,8500.77,1.12288,0.69356,1.05787,0.84796,0.60201,0.76414,0.56394,1.28171,0.68973,1.36928,0.00871864,0.00871864,0.00871864
330,8526.34,1.13027,0.69241,1.05266,0.84804,0.60049,0.7632,0.56497,1.27838,0.69256,1.37535,0.00871117,0.00871117,0.00871117
331,8552.4,1.13313,0.69341,1.05367,0.84802,0.60202,0.76291,0.56281,1.28705,0.69325,1.37788,0.00870369,0.00870369,0.00870369
332,8578.25,1.12842,0.68909,1.05353,0.8504,0.60112,0.76325,0.56069,1.29573,0.69352,1.37094,0.00869619,0.00869619,0.00869619
333,8603.89,1.12938,0.68992,1.05381,0.85002,0.59975,0.76224,0.56234,1.28936,0.69659,1.37747,0.00868866,0.00868866,0.00868866
334,8629.59,1.12403,0.68411,1.0481,0.85206,0.60312,0.76509,0.56559,1.28251,0.69169,1.37685,0.00868112,0.00868112,0.00868112
335,8655.3,1.12358,0.69182,1.0555,0.85103,0.60367,0.76444,0.56444,1.28419,0.6939,1.37291,0.00867357,0.00867357,0.00867357
336,8680.92,1.12301,0.6849,1.05166,0.85466,0.60208,0.76505,0.56617,1.28164,0.69131,1.37571,0.00866599,0.00866599,0.00866599
337,8706.57,1.12671,0.69062,1.05571,0.85173,0.60225,0.76461,0.56663,1.28042,0.69146,1.376,0.00865839,0.00865839,0.00865839
338,8732.25,1.13435,0.6939,1.05629,0.85162,0.60282,0.76449,0.56669,1.2796,0.69254,1.37434,0.00865078,0.00865078,0.00865078
339,8758.18,1.12583,0.68727,1.05023,0.84935,0.60471,0.7651,0.56666,1.28095,0.69341,1.37845,0.00864315,0.00864315,0.00864315
340,8783.87,1.12355,0.683,1.04486,0.84834,0.60504,0.76574,0.56685,1.28355,0.69116,1.38112,0.0086355,0.0086355,0.0086355
341,8809.49,1.12919,0.69055,1.05548,0.85099,0.60497,0.76603,0.56694,1.27873,0.68616,1.36822,0.00862783,0.00862783,0.00862783
342,8835.1,1.1256,0.68345,1.04638,0.85113,0.60484,0.76666,0.56631,1.27957,0.68457,1.36216,0.00862015,0.00862015,0.00862015
343,8860.65,1.12053,0.68776,1.05325,0.85107,0.60554,0.76713,0.56777,1.28265,0.68534,1.374,0.00861245,0.00861245,0.00861245
344,8886.4,1.12186,0.68177,1.04794,0.84726,0.6066,0.76746,0.56866,1.27756,0.68574,1.36899,0.00860473,0.00860473,0.00860473
345,8911.9,1.11842,0.68152,1.04623,0.84706,0.60562,0.76658,0.56789,1.27954,0.68882,1.37245,0.00859699,0.00859699,0.00859699
346,8937.57,1.1141,0.67949,1.04783,0.85393,0.60513,0.76759,0.56914,1.27803,0.68494,1.3683,0.00858923,0.00858923,0.00858923
347,8963.35,1.11114,0.67331,1.04248,0.85483,0.60458,0.7672,0.57041,1.27246,0.68316,1.36592,0.00858145,0.00858145,0.00858145
348,8989.18,1.11204,0.67789,1.04586,0.85593,0.6045,0.76774,0.57156,1.26992,0.68155,1.36734,0.00857366,0.00857366,0.00857366
349,9014.59,1.11485,0.68007,1.05058,0.85442,0.60547,0.76801,0.57106,1.27565,0.68314,1.37392,0.00856585,0.00856585,0.00856585
350,9040.03,1.10842,0.67553,1.04267,0.85533,0.60493,0.7681,0.57026,1.27696,0.68209,1.37224,0.00855802,0.00855802,0.00855802
351,9065.73,1.12128,0.67879,1.04458,0.85526,0.6069,0.77,0.57247,1.27311,0.67707,1.36614,0.00855018,0.00855018,0.00855018
352,9091.56,1.11715,0.68076,1.04966,0.85221,0.60828,0.77017,0.57236,1.27248,0.68038,1.36922,0.00854232,0.00854232,0.00854232
353,9117.2,1.1154,0.68089,1.04794,0.85379,0.60851,0.76987,0.5733,1.26748,0.67888,1.36631,0.00853443,0.00853443,0.00853443
354,9143.17,1.11387,0.67914,1.04748,0.85422,0.60901,0.77025,0.57372,1.26407,0.67867,1.36642,0.00852654,0.00852654,0.00852654
355,9168.87,1.11629,0.67867,1.04652,0.85287,0.61018,0.77089,0.57199,1.2711,0.67914,1.3682,0.00851862,0.00851862,0.00851862
356,9194.06,1.10825,0.67654,1.04434,0.85127,0.61182,0.77121,0.57251,1.2695,0.67946,1.36433,0.00851069,0.00851069,0.00851069
357,9219.44,1.10266,0.67564,1.04879,0.8517,0.61084,0.77093,0.57267,1.27114,0.67935,1.36607,0.00850274,0.00850274,0.00850274
358,9245.15,1.10783,0.67393,1.04052,0.8518,0.61188,0.77097,0.5728,1.27376,0.67847,1.37151,0.00849477,0.00849477,0.00849477
359,9270.68,1.09948,0.66345,1.03544,0.85471,0.61207,0.77116,0.57442,1.2715,0.67636,1.37619,0.00848678,0.00848678,0.00848678
360,9296.38,1.10827,0.67492,1.04422,0.85559,0.611,0.77091,0.57543,1.26914,0.67993,1.37843,0.00847878,0.00847878,0.00847878
361,9321.98,1.10402,0.66948,1.03826,0.85579,0.61111,0.77089,0.57629,1.26289,0.67524,1.37041,0.00847076,0.00847076,0.00847076
362,9347.67,1.09879,0.66807,1.03955,0.85668,0.61189,0.77196,0.57655,1.26134,0.67207,1.36622,0.00846272,0.00846272,0.00846272
363,9373.12,1.09857,0.67088,1.04627,0.85763,0.61344,0.77266,0.57797,1.25802,0.6685,1.36637,0.00845467,0.00845467,0.00845467
364,9398.48,1.10963,0.6777,1.05083,0.85984,0.61064,0.77284,0.57759,1.25858,0.66643,1.3618,0.0084466,0.0084466,0.0084466
365,9423.75,1.11475,0.67971,1.04921,0.85729,0.61182,0.77335,0.5777,1.25903,0.66809,1.35936,0.00843851,0.00843851,0.00843851
366,9449.47,1.11527,0.66843,1.03685,0.85727,0.61097,0.77327,0.57757,1.26106,0.6682,1.36238,0.0084304,0.0084304,0.0084304
